event_id,timestamp_start,timestamp_end,line_id,station_id,robot_id,failure_code,failure_category,downtime_minutes,shift,pieces_lost,day_of_week
1103,2024-05-07T19:05:00,2024-05-07T19:07:01.244695,FinalAssembly,FA_Station_02,R012,E02,electrical,2.0,afternoon,0,Tuesday
1104,2024-05-22T07:12:00,2024-05-22T07:13:42.434071,BodyShop,BS_Weld_01,R020,E02,electrical,1.8,morning,0,Wednesday
1105,2024-05-18T16:14:00,2024-05-18T16:24:43.454996,PaintShop,PS_Paint_01,R009,E01,mechanical,10.7,afternoon,3,Saturday
1106,2024-01-29T04:43:00,2024-01-29T05:56:45.794978,PaintShop,PS_QC_01,R006,E01,mechanical,81.1,night,24,Monday
1107,2024-01-12T01:41:00,2024-01-12T01:42:52.596951,PaintShop,PS_Oven_01,R007,E02,electrical,2.1,night,0,Friday
1108,2024-03-26T19:51:00,2024-03-26T19:59:54.082014,PaintShop,PS_Prep_01,R004,E04,sensor,8.9,afternoon,4,Tuesday
1109,2024-05-17T05:10:00,2024-05-17T05:11:59.964937,BodyShop,BS_QC_01,R017,E01,mechanical,2.3,night,3,Friday
1110,2024-03-01T23:28:00,2024-03-01T23:58:41.816787,FinalAssembly,FA_Station_02,R014,E01,mechanical,33.8,night,10,Friday
1111,2024-06-22T10:14:00,2024-06-22T10:15:17.296844,BodyShop,BS_Trans_01,R008,E01,mechanical,1.4,morning,0,Saturday
1112,2024-04-15T06:24:00,2024-04-15T06:32:44.954414,BodyShop,BS_Weld_01,R016,E03,programming,9.2,morning,1,Monday
1113,2024-01-14T13:09:00,2024-01-14T13:15:36.699138,BodyShop,BS_QC_01,R006,E02,electrical,6.9,morning,3,Sunday
1114,2024-02-04T14:46:00,2024-02-04T15:52:12.438892,BodyShop,BS_Trans_01,R009,E01,mechanical,69.5,afternoon,20,Sunday
1115,2024-02-02T01:44:00,2024-02-02T01:56:59.049726,FinalAssembly,FA_Conv_01,R009,E01,mechanical,14.3,night,3,Friday
1116,2024-04-29T14:26:00,2024-04-29T14:42:10.646829,BodyShop,BS_Trans_01,R008,E05,material_supply,17.0,afternoon,6,Monday
1117,2024-06-03T05:50:00,2024-06-03T05:56:24.331306,FinalAssembly,FA_Station_01,R019,E06,other,7.0,night,2,Monday
1118,2024-02-28T02:26:00,2024-02-28T02:49:07.592739,FinalAssembly,FA_QC_01,R028,E06,other,25.4,night,7,Wednesday
1119,2024-05-31T15:53:00,2024-05-31T16:04:04.316143,PaintShop,PS_Oven_01,R001,E04,sensor,11.1,afternoon,1,Friday
1120,2024-03-04T07:20:00,2024-03-04T08:14:52.737653,PaintShop,PS_Paint_01,R029,E05,material_supply,54.9,morning,18,Monday
1121,2024-02-08T18:57:00,2024-02-08T19:14:29.001273,BodyShop,BS_QC_01,R002,E01,mechanical,18.4,afternoon,10,Thursday
1122,2024-04-30T23:49:00,2024-05-01T00:13:30.379580,FinalAssembly,FA_Conv_01,R014,E03,programming,27.0,night,5,Tuesday
1123,2024-05-02T22:52:00,2024-05-02T22:53:51.722981,BodyShop,BS_QC_01,R016,E01,mechanical,2.2,night,0,Thursday
1124,2024-05-22T00:44:00,2024-05-22T01:15:17.396792,FinalAssembly,FA_QC_01,R007,E01,mechanical,34.4,night,11,Wednesday
1125,2024-03-16T07:41:00,2024-03-16T08:24:13.471071,BodyShop,BS_Weld_01,R016,E04,sensor,45.4,morning,14,Saturday
1126,2024-02-11T22:29:00,2024-02-11T22:47:21.484770,FinalAssembly,FA_Conv_01,R015,E03,programming,20.2,night,8,Sunday
1127,2024-02-05T22:25:00,2024-02-05T22:28:51.258952,BodyShop,BS_Trans_01,R021,E03,programming,4.5,night,0,Monday
1128,2024-06-11T00:55:00,2024-06-11T01:12:09.839656,FinalAssembly,FA_Conv_01,R013,E05,material_supply,18.9,night,7,Tuesday
1129,2024-03-26T16:02:00,2024-03-26T16:10:21.686995,PaintShop,PS_QC_01,R025,E02,electrical,8.4,afternoon,3,Tuesday
1130,2024-06-05T17:36:00,2024-06-05T17:37:23.795640,BodyShop,BS_Weld_01,R020,E05,material_supply,1.5,afternoon,0,Wednesday
1131,2024-01-15T16:58:00,2024-01-15T17:32:31.334892,FinalAssembly,FA_Station_02,R029,E01,mechanical,34.5,afternoon,10,Monday
1132,2024-04-08T11:29:00,2024-04-08T11:37:04.797165,FinalAssembly,FA_Conv_01,R012,E02,electrical,8.1,morning,2,Monday
1133,2024-06-14T17:45:00,2024-06-14T18:15:41.253638,BodyShop,BS_Weld_02,R005,E06,other,32.2,afternoon,8,Friday
1134,2024-03-02T17:07:00,2024-03-02T17:09:41.198074,FinalAssembly,FA_QC_01,R024,E05,material_supply,2.7,afternoon,3,Saturday
1135,2024-05-28T22:13:00,2024-05-28T22:24:09.979001,FinalAssembly,FA_Station_01,R011,E02,electrical,12.3,night,5,Tuesday
1136,2024-03-09T16:43:00,2024-03-09T16:52:23.891318,PaintShop,PS_Oven_01,R002,E01,mechanical,9.4,afternoon,2,Saturday
1137,2024-03-29T14:31:00,2024-03-29T15:09:53.365737,FinalAssembly,FA_Conv_01,R016,E04,sensor,38.9,afternoon,12,Friday
1138,2024-06-22T17:57:00,2024-06-22T18:57:10.971110,PaintShop,PS_QC_01,R020,E02,electrical,60.2,afternoon,21,Saturday
1139,2024-06-21T22:51:00,2024-06-21T23:02:50.579116,BodyShop,BS_Weld_02,R029,E05,material_supply,13.7,night,3,Friday
1140,2024-01-23T02:25:00,2024-01-23T02:37:15.673971,BodyShop,BS_Trans_01,R003,E01,mechanical,14.2,night,8,Tuesday
1141,2024-03-11T03:44:00,2024-03-11T04:09:02.413001,BodyShop,BS_QC_01,R005,E05,material_supply,28.9,night,9,Monday
1142,2024-05-13T20:01:00,2024-05-13T20:28:26.653328,PaintShop,PS_QC_01,R022,E03,programming,27.4,afternoon,7,Monday
1143,2024-02-03T15:22:00,2024-02-03T16:46:34.189412,PaintShop,PS_QC_01,R024,E03,programming,84.6,afternoon,26,Saturday
1144,2024-03-15T06:04:00,2024-03-15T06:06:47.009067,BodyShop,BS_Weld_02,R027,E05,material_supply,2.9,morning,3,Friday
1145,2024-06-14T10:26:00,2024-06-14T11:04:03.678864,FinalAssembly,FA_Station_02,R021,E03,programming,38.1,morning,11,Friday
1146,2024-03-24T15:37:00,2024-03-24T15:48:09.548938,FinalAssembly,FA_QC_01,R015,E02,electrical,11.2,afternoon,3,Sunday
1147,2024-02-03T09:10:00,2024-02-03T10:28:32.865769,PaintShop,PS_Paint_01,R016,E02,electrical,78.5,morning,20,Saturday
1148,2024-03-14T01:09:00,2024-03-14T01:24:17.902796,PaintShop,PS_Oven_01,R015,E06,other,16.8,night,5,Thursday
1149,2024-06-07T05:45:00,2024-06-07T05:50:51.463589,FinalAssembly,FA_Station_02,R006,E06,other,6.4,night,0,Friday
1150,2024-06-30T22:57:00,2024-06-30T22:58:20.663011,FinalAssembly,FA_Station_01,R006,E01,mechanical,1.5,night,0,Sunday
1151,2024-01-11T10:36:00,2024-01-11T11:12:28.733957,BodyShop,BS_QC_01,R009,E02,electrical,38.3,morning,14,Thursday
1152,2024-02-22T17:45:00,2024-02-22T18:32:29.164032,BodyShop,BS_Trans_01,R012,E01,mechanical,49.9,afternoon,15,Thursday
1153,2024-04-24T17:10:00,2024-04-24T17:15:57.374467,FinalAssembly,FA_Station_02,R004,E05,material_supply,6.0,afternoon,1,Wednesday
1154,2024-04-13T15:49:00,2024-04-13T16:42:02.355809,BodyShop,BS_QC_01,R030,E02,electrical,55.7,afternoon,21,Saturday
1155,2024-01-02T23:34:00,2024-01-02T23:40:04.523320,FinalAssembly,FA_Station_02,R021,E04,sensor,6.7,night,3,Tuesday
1156,2024-05-01T09:48:00,2024-05-01T09:56:44.977793,FinalAssembly,FA_Station_01,R026,E03,programming,8.7,morning,6,Wednesday
1157,2024-04-23T10:44:00,2024-04-23T10:47:40.317364,BodyShop,BS_QC_01,R029,E01,mechanical,3.9,morning,3,Tuesday
1158,2024-06-22T17:07:00,2024-06-22T17:16:28.879036,PaintShop,PS_Prep_01,R013,E03,programming,9.5,afternoon,4,Saturday
1159,2024-02-26T14:22:00,2024-02-26T14:47:52.749094,BodyShop,BS_Trans_01,R002,E03,programming,27.2,afternoon,11,Monday
1160,2024-02-19T18:33:00,2024-02-19T18:38:33.244689,BodyShop,BS_Trans_01,R007,E01,mechanical,5.8,afternoon,0,Monday
1161,2024-05-17T14:43:00,2024-05-17T15:38:13.847093,FinalAssembly,FA_Conv_01,R017,E02,electrical,55.2,afternoon,16,Friday
1162,2024-05-05T10:38:00,2024-05-05T10:39:29.771434,FinalAssembly,FA_Conv_01,R030,E04,sensor,1.5,morning,0,Sunday
1163,2024-04-11T04:45:00,2024-04-11T04:47:57.351565,PaintShop,PS_Oven_01,R013,E02,electrical,3.3,night,0,Thursday
1164,2024-03-13T11:22:00,2024-03-13T12:07:07.086762,PaintShop,PS_QC_01,R028,E03,programming,45.1,morning,15,Wednesday
1165,2024-02-25T23:56:00,2024-02-25T23:57:00,PaintShop,PS_QC_01,R026,E02,electrical,1.1,night,0,Sunday
1166,2024-02-11T23:57:00,2024-02-11T23:58:00,PaintShop,PS_QC_01,R005,E05,material_supply,1.1,night,0,Sunday
1167,2024-06-02T02:09:00,2024-06-02T02:12:19.214735,BodyShop,BS_Trans_01,R016,E06,other,3.8,night,0,Sunday
1168,2024-05-14T10:04:00,2024-05-14T10:16:57.001325,FinalAssembly,FA_QC_01,R003,E01,mechanical,13.0,morning,0,Tuesday
1169,2024-06-12T08:26:00,2024-06-12T08:44:55.529456,BodyShop,BS_QC_01,R023,E03,programming,19.9,morning,6,Wednesday
1170,2024-02-05T06:11:00,2024-02-05T06:26:35.698005,PaintShop,PS_Oven_01,R018,E03,programming,15.6,morning,5,Monday
1171,2024-03-18T18:19:00,2024-03-18T19:41:45.633332,PaintShop,PS_QC_01,R008,E01,mechanical,82.8,afternoon,31,Monday
1172,2024-01-01T04:16:00,2024-01-01T04:25:20.652870,PaintShop,PS_QC_01,R004,E04,sensor,10.3,night,3,Monday
1173,2024-03-14T13:11:00,2024-03-14T13:48:10.773196,PaintShop,PS_Paint_01,R001,E01,mechanical,37.2,morning,12,Thursday
1174,2024-03-11T15:04:00,2024-03-11T16:37:15.416377,FinalAssembly,FA_Station_02,R019,E03,programming,93.3,afternoon,34,Monday
1175,2024-04-21T08:40:00,2024-04-21T08:43:21.240611,FinalAssembly,FA_QC_01,R023,E05,material_supply,3.4,morning,0,Sunday
1176,2024-04-05T16:46:00,2024-04-05T16:53:43.017097,FinalAssembly,FA_Conv_01,R028,E02,electrical,7.7,afternoon,2,Friday
1177,2024-05-28T01:09:00,2024-05-28T01:10:00,PaintShop,PS_QC_01,R029,E04,sensor,1.1,night,2,Tuesday
1178,2024-04-01T05:03:00,2024-04-01T05:21:14.593913,PaintShop,PS_Oven_01,R014,E03,programming,20.1,night,4,Monday
1179,2024-04-01T01:18:00,2024-04-01T01:28:41.786015,PaintShop,PS_Prep_01,R017,E01,mechanical,11.8,night,5,Monday
1180,2024-06-09T05:48:00,2024-06-09T07:19:25.748181,BodyShop,BS_Weld_02,R018,E02,electrical,105.6,night,27,Sunday
1181,2024-03-21T21:51:00,2024-03-21T22:37:56.572498,PaintShop,PS_Oven_01,R022,E04,sensor,46.9,afternoon,16,Thursday
1182,2024-04-02T03:34:00,2024-04-02T03:49:18.722179,FinalAssembly,FA_Station_02,R027,E01,mechanical,16.8,night,6,Tuesday
1183,2024-02-05T16:18:00,2024-02-05T16:30:41.259939,PaintShop,PS_QC_01,R014,E02,electrical,12.7,afternoon,3,Monday
1184,2024-02-11T03:13:00,2024-02-11T03:19:28.613476,BodyShop,BS_Weld_02,R027,E01,mechanical,7.5,night,1,Sunday
1185,2024-05-23T19:44:00,2024-05-23T19:51:04.745713,FinalAssembly,FA_Conv_01,R014,E03,programming,7.1,afternoon,5,Thursday
1186,2024-01-20T03:52:00,2024-01-20T04:08:03.138883,BodyShop,BS_Weld_01,R016,E02,electrical,18.5,night,5,Saturday
1187,2024-06-25T11:08:00,2024-06-25T11:09:29.377335,PaintShop,PS_Oven_01,R006,E04,sensor,1.5,morning,1,Tuesday
1188,2024-01-08T23:52:00,2024-01-08T23:53:57.923780,BodyShop,BS_Weld_02,R005,E05,material_supply,2.3,night,0,Monday
1189,2024-02-06T22:14:00,2024-02-06T22:25:22.804349,PaintShop,PS_Paint_01,R007,E01,mechanical,12.5,night,2,Tuesday
1190,2024-01-21T13:44:00,2024-01-21T13:47:47.635481,BodyShop,BS_Weld_01,R001,E04,sensor,4.0,morning,0,Sunday
1191,2024-04-20T01:12:00,2024-04-20T01:36:20.933959,BodyShop,BS_Weld_01,R026,E04,sensor,28.1,night,8,Saturday
1192,2024-05-31T01:30:00,2024-05-31T01:33:58.428024,BodyShop,BS_Trans_01,R002,E01,mechanical,4.6,night,4,Friday
1193,2024-06-19T00:48:00,2024-06-19T01:29:39.995019,BodyShop,BS_Weld_01,R030,E03,programming,48.1,night,11,Wednesday
1194,2024-05-30T06:11:00,2024-05-30T06:39:01.886486,FinalAssembly,FA_Station_02,R001,E01,mechanical,28.0,morning,12,Thursday
1195,2024-03-12T18:22:00,2024-03-12T18:29:31.465042,PaintShop,PS_Paint_01,R028,E03,programming,7.5,afternoon,3,Tuesday
1196,2024-06-05T07:32:00,2024-06-05T07:40:34.801699,FinalAssembly,FA_Conv_01,R004,E05,material_supply,8.6,morning,2,Wednesday
1197,2024-01-04T16:13:00,2024-01-04T16:28:52.284206,FinalAssembly,FA_Station_01,R010,E01,mechanical,15.9,afternoon,5,Thursday
1198,2024-05-17T00:46:00,2024-05-17T00:47:36.333019,BodyShop,BS_Weld_02,R030,E03,programming,1.9,night,1,Friday
1199,2024-06-30T15:23:00,2024-06-30T15:26:59.026595,FinalAssembly,FA_Station_01,R015,E04,sensor,4.0,afternoon,0,Sunday
1200,2024-01-28T05:53:00,2024-01-28T07:12:12.777515,PaintShop,PS_QC_01,R014,E01,mechanical,87.1,night,26,Sunday
1201,2024-02-28T13:07:00,2024-02-28T13:25:51.448282,PaintShop,PS_Prep_01,R015,E01,mechanical,18.9,morning,6,Wednesday
1202,2024-02-04T15:48:00,2024-02-04T16:16:27.372789,PaintShop,PS_Oven_01,R018,E04,sensor,28.5,afternoon,6,Sunday
1203,2024-01-22T10:31:00,2024-01-22T10:32:58.953202,BodyShop,BS_QC_01,R010,E03,programming,2.1,morning,2,Monday
1204,2024-03-20T21:53:00,2024-03-20T22:08:23.348582,PaintShop,PS_Paint_01,R018,E02,electrical,15.4,afternoon,3,Wednesday
1205,2024-04-19T06:54:00,2024-04-19T07:13:46.395191,BodyShop,BS_QC_01,R022,E02,electrical,20.8,morning,5,Friday
1206,2024-01-04T21:31:00,2024-01-04T21:35:31.832846,FinalAssembly,FA_Conv_01,R013,E02,electrical,4.5,afternoon,1,Thursday
1207,2024-06-17T21:05:00,2024-06-17T21:19:44.645351,BodyShop,BS_Weld_02,R013,E02,electrical,15.5,afternoon,5,Monday
1208,2024-05-31T03:47:00,2024-05-31T03:53:55.562584,BodyShop,BS_Weld_01,R012,E06,other,8.0,night,3,Friday
1209,2024-03-27T06:38:00,2024-03-27T07:58:52.011532,PaintShop,PS_Prep_01,R008,E05,material_supply,80.9,morning,27,Wednesday
1210,2024-05-07T08:48:00,2024-05-07T08:55:30.729109,FinalAssembly,FA_Station_02,R025,E04,sensor,7.5,morning,3,Tuesday
1211,2024-06-13T12:22:00,2024-06-13T12:36:21.702514,PaintShop,PS_QC_01,R016,E03,programming,14.4,morning,3,Thursday
1212,2024-02-07T14:06:00,2024-02-07T14:30:20.654405,BodyShop,BS_Trans_01,R016,E03,programming,25.6,afternoon,8,Wednesday
1213,2024-06-09T04:01:00,2024-06-09T05:40:19.080312,BodyShop,BS_Weld_01,R027,E01,mechanical,114.7,night,34,Sunday
1214,2024-06-22T00:11:00,2024-06-22T01:10:37.300858,PaintShop,PS_Oven_01,R005,E02,electrical,65.6,night,18,Saturday
1215,2024-06-08T03:48:00,2024-06-08T04:59:55.633554,BodyShop,BS_QC_01,R026,E03,programming,83.1,night,24,Saturday
1216,2024-03-16T21:31:00,2024-03-16T23:05:38.608177,PaintShop,PS_Oven_01,R018,E02,electrical,94.6,afternoon,32,Saturday
1217,2024-05-18T17:01:00,2024-05-18T17:36:23.956836,BodyShop,BS_QC_01,R029,E05,material_supply,37.2,afternoon,11,Saturday
1218,2024-04-08T14:20:00,2024-04-08T14:51:40.534918,PaintShop,PS_QC_01,R015,E01,mechanical,31.7,afternoon,8,Monday
1219,2024-02-15T17:42:00,2024-02-15T17:49:06.213150,PaintShop,PS_Paint_01,R016,E02,electrical,7.1,afternoon,5,Thursday
1220,2024-03-20T22:24:00,2024-03-20T22:28:26.358816,PaintShop,PS_Prep_01,R019,E04,sensor,4.9,night,3,Wednesday
1221,2024-06-17T17:43:00,2024-06-17T18:03:48.908082,FinalAssembly,FA_QC_01,R016,E03,programming,20.8,afternoon,6,Monday
1222,2024-02-10T16:03:00,2024-02-10T16:04:00,PaintShop,PS_Oven_01,R016,E03,programming,1.0,afternoon,3,Saturday
1223,2024-04-06T19:43:00,2024-04-06T19:44:00,PaintShop,PS_Oven_01,R011,E01,mechanical,1.0,afternoon,1,Saturday
1224,2024-05-31T01:08:00,2024-05-31T01:14:29.471656,PaintShop,PS_Oven_01,R026,E04,sensor,7.1,night,1,Friday
1225,2024-01-07T20:21:00,2024-01-07T20:46:09.174188,PaintShop,PS_Prep_01,R014,E02,electrical,25.2,afternoon,6,Sunday
1226,2024-04-01T13:22:00,2024-04-01T14:09:06.227553,BodyShop,BS_Weld_02,R008,E01,mechanical,49.5,morning,13,Monday
1227,2024-03-20T18:05:00,2024-03-20T18:37:37.687958,FinalAssembly,FA_Conv_01,R028,E02,electrical,32.6,afternoon,10,Wednesday
1228,2024-03-27T05:01:00,2024-03-27T05:02:00,FinalAssembly,FA_Station_02,R002,E03,programming,1.1,night,0,Wednesday
1229,2024-04-18T18:32:00,2024-04-18T18:48:23.459632,PaintShop,PS_Oven_01,R001,E04,sensor,16.4,afternoon,3,Thursday
1230,2024-05-30T00:20:00,2024-05-30T00:28:31.381548,PaintShop,PS_QC_01,R011,E03,programming,9.4,night,3,Thursday
1231,2024-05-05T03:44:00,2024-05-05T03:56:40.839726,FinalAssembly,FA_Station_01,R011,E03,programming,13.9,night,1,Sunday
1232,2024-06-19T10:10:00,2024-06-19T10:45:05.252176,FinalAssembly,FA_Station_02,R012,E06,other,35.1,morning,8,Wednesday
1233,2024-02-21T15:40:00,2024-02-21T16:42:39.374989,BodyShop,BS_Weld_02,R010,E02,electrical,65.8,afternoon,21,Wednesday
1234,2024-03-17T18:25:00,2024-03-17T18:36:02.698501,BodyShop,BS_Weld_01,R023,E05,material_supply,11.6,afternoon,4,Sunday
1235,2024-01-25T18:21:00,2024-01-25T18:59:43.566464,PaintShop,PS_Prep_01,R019,E05,material_supply,38.7,afternoon,13,Thursday
1236,2024-05-01T13:13:00,2024-05-01T13:24:06.102618,PaintShop,PS_Prep_01,R021,E05,material_supply,11.1,morning,0,Wednesday
1237,2024-05-09T09:27:00,2024-05-09T09:53:43.424734,FinalAssembly,FA_Station_02,R007,E02,electrical,26.7,morning,7,Thursday
1238,2024-03-05T19:32:00,2024-03-05T20:34:35.933973,PaintShop,PS_Paint_01,R029,E01,mechanical,62.6,afternoon,19,Tuesday
1239,2024-06-29T16:55:00,2024-06-29T16:57:41.049928,BodyShop,BS_QC_01,R007,E04,sensor,2.8,afternoon,0,Saturday
1240,2024-04-29T08:59:00,2024-04-29T09:00:00,FinalAssembly,FA_QC_01,R030,E03,programming,1.0,morning,0,Monday
1241,2024-06-09T01:33:00,2024-06-09T01:34:00,BodyShop,BS_Trans_01,R015,E01,mechanical,1.2,night,0,Sunday
1242,2024-02-08T23:43:00,2024-02-08T23:51:17.929060,PaintShop,PS_QC_01,R014,E02,electrical,9.1,night,2,Thursday
1243,2024-01-17T20:13:00,2024-01-17T21:28:07.437169,PaintShop,PS_Oven_01,R027,E02,electrical,75.1,afternoon,21,Wednesday
1244,2024-02-11T08:43:00,2024-02-11T09:04:41.568152,FinalAssembly,FA_Station_01,R013,E01,mechanical,21.7,morning,11,Sunday
1245,2024-02-08T06:01:00,2024-02-08T06:19:10.671538,BodyShop,BS_Trans_01,R015,E03,programming,19.1,morning,4,Thursday
1246,2024-04-21T13:41:00,2024-04-21T13:51:53.230309,BodyShop,BS_Weld_02,R006,E02,electrical,11.4,morning,5,Sunday
1247,2024-01-08T08:50:00,2024-01-08T09:46:07.809341,PaintShop,PS_Paint_01,R021,E05,material_supply,56.1,morning,21,Monday
1248,2024-05-04T00:03:00,2024-05-04T00:19:10.356769,BodyShop,BS_Trans_01,R020,E02,electrical,18.7,night,4,Saturday
1249,2024-01-17T13:57:00,2024-01-17T14:14:12.358425,PaintShop,PS_Prep_01,R013,E05,material_supply,17.2,morning,6,Wednesday
1250,2024-02-05T07:07:00,2024-02-05T07:12:08.942816,FinalAssembly,FA_Conv_01,R017,E04,sensor,5.1,morning,0,Monday
1251,2024-05-28T16:16:00,2024-05-28T16:26:04.223504,PaintShop,PS_Prep_01,R008,E03,programming,10.1,afternoon,2,Tuesday
1252,2024-03-21T10:53:00,2024-03-21T10:54:50.725406,FinalAssembly,FA_QC_01,R026,E04,sensor,1.8,morning,1,Thursday
1253,2024-03-01T13:13:00,2024-03-01T13:14:47.256236,BodyShop,BS_Weld_01,R006,E01,mechanical,1.9,morning,0,Friday
1254,2024-03-11T14:26:00,2024-03-11T14:39:09.955125,PaintShop,PS_Prep_01,R016,E03,programming,13.2,afternoon,5,Monday
1255,2024-06-28T03:20:00,2024-06-28T04:01:38.049062,FinalAssembly,FA_QC_01,R016,E04,sensor,45.8,night,12,Friday
1256,2024-03-12T04:23:00,2024-03-12T04:52:34.384166,PaintShop,PS_Oven_01,R027,E02,electrical,32.5,night,11,Tuesday
1257,2024-06-14T19:02:00,2024-06-14T19:38:51.854600,FinalAssembly,FA_Conv_01,R023,E05,material_supply,36.9,afternoon,10,Friday
1258,2024-06-20T07:16:00,2024-06-20T08:08:09.796924,FinalAssembly,FA_QC_01,R010,E03,programming,52.2,morning,18,Thursday
1259,2024-06-28T11:57:00,2024-06-28T12:16:21.843541,FinalAssembly,FA_Conv_01,R018,E05,material_supply,19.4,morning,5,Friday
1260,2024-04-23T12:00:00,2024-04-23T12:01:00,PaintShop,PS_Oven_01,R010,E01,mechanical,1.0,morning,0,Tuesday
1261,2024-03-01T09:13:00,2024-03-01T09:16:25.219674,BodyShop,BS_QC_01,R021,E02,electrical,3.6,morning,2,Friday
1262,2024-06-13T13:50:00,2024-06-13T13:51:24.275354,BodyShop,BS_Trans_01,R028,E01,mechanical,1.5,morning,0,Thursday
1263,2024-05-05T15:47:00,2024-05-05T17:17:22.226304,PaintShop,PS_Oven_01,R023,E02,electrical,90.4,afternoon,28,Sunday
1264,2024-01-26T05:44:00,2024-01-26T05:53:03.484537,PaintShop,PS_Prep_01,R012,E02,electrical,10.0,night,0,Friday
1265,2024-05-20T23:20:00,2024-05-20T23:26:32.859045,PaintShop,PS_Prep_01,R025,E01,mechanical,7.2,night,4,Monday
1266,2024-06-13T05:40:00,2024-06-13T06:27:10.015842,PaintShop,PS_Paint_01,R001,E02,electrical,51.9,night,17,Thursday
1267,2024-06-09T09:20:00,2024-06-09T09:33:43.905869,FinalAssembly,FA_Conv_01,R004,E01,mechanical,13.7,morning,2,Sunday
1268,2024-05-12T22:49:00,2024-05-12T23:20:10.431804,FinalAssembly,FA_Station_01,R028,E03,programming,34.3,night,7,Sunday
1269,2024-04-15T10:28:00,2024-04-15T11:10:25.597126,PaintShop,PS_Paint_01,R009,E01,mechanical,42.4,morning,13,Monday
1270,2024-05-31T10:51:00,2024-05-31T11:49:03.266624,PaintShop,PS_Paint_01,R003,E02,electrical,58.1,morning,17,Friday
1271,2024-02-16T12:56:00,2024-02-16T13:37:05.217553,PaintShop,PS_Paint_01,R001,E05,material_supply,41.1,morning,16,Friday
1272,2024-05-22T20:39:00,2024-05-22T21:06:02.695831,FinalAssembly,FA_Station_01,R030,E01,mechanical,27.0,afternoon,5,Wednesday
1273,2024-04-28T06:16:00,2024-04-28T06:18:02.556833,FinalAssembly,FA_Station_01,R002,E02,electrical,2.0,morning,4,Sunday
1274,2024-04-19T19:16:00,2024-04-19T19:20:34.661145,BodyShop,BS_Weld_01,R012,E01,mechanical,4.8,afternoon,2,Friday
1275,2024-05-25T03:00:00,2024-05-25T03:37:55.504959,FinalAssembly,FA_QC_01,R025,E05,material_supply,41.7,night,13,Saturday
1276,2024-04-26T21:31:00,2024-04-26T21:32:05.022616,BodyShop,BS_Weld_02,R023,E01,mechanical,1.1,afternoon,0,Friday
1277,2024-03-09T09:47:00,2024-03-09T09:54:42.492904,PaintShop,PS_QC_01,R005,E02,electrical,7.7,morning,0,Saturday
1278,2024-02-22T19:13:00,2024-02-22T19:44:19.871490,PaintShop,PS_Paint_01,R014,E01,mechanical,31.3,afternoon,12,Thursday
1279,2024-02-07T00:18:00,2024-02-07T00:53:34.470397,PaintShop,PS_Paint_01,R020,E03,programming,39.1,night,11,Wednesday
1280,2024-03-04T11:37:00,2024-03-04T11:54:46.632412,FinalAssembly,FA_QC_01,R003,E01,mechanical,17.8,morning,4,Monday
1281,2024-02-04T10:44:00,2024-02-04T10:55:31.341714,PaintShop,PS_Paint_01,R023,E02,electrical,11.5,morning,6,Sunday
1282,2024-04-18T23:38:00,2024-04-18T23:53:29.053866,PaintShop,PS_Prep_01,R004,E03,programming,17.0,night,7,Thursday
1283,2024-01-14T10:59:00,2024-01-14T12:02:27.357114,BodyShop,BS_QC_01,R030,E02,electrical,66.6,morning,23,Sunday
1284,2024-06-04T21:51:00,2024-06-04T22:40:27.396406,FinalAssembly,FA_Conv_01,R001,E02,electrical,49.5,afternoon,18,Tuesday
1285,2024-06-07T12:19:00,2024-06-07T12:27:00.455815,PaintShop,PS_Oven_01,R005,E06,other,8.0,morning,1,Friday
1286,2024-05-23T01:37:00,2024-05-23T01:47:35.463366,BodyShop,BS_Trans_01,R006,E03,programming,12.2,night,4,Thursday
1287,2024-03-27T14:08:00,2024-03-27T14:18:13.329954,BodyShop,BS_Trans_01,R023,E03,programming,10.7,afternoon,5,Wednesday
1288,2024-02-06T08:07:00,2024-02-06T08:27:38.553870,PaintShop,PS_Prep_01,R005,E03,programming,20.6,morning,8,Tuesday
1289,2024-03-12T23:23:00,2024-03-13T00:36:28.763296,PaintShop,PS_Oven_01,R029,E05,material_supply,80.8,night,19,Tuesday
1290,2024-06-05T08:33:00,2024-06-05T08:37:26.960142,PaintShop,PS_QC_01,R029,E01,mechanical,4.4,morning,1,Wednesday
1291,2024-05-05T04:35:00,2024-05-05T05:13:34.111077,FinalAssembly,FA_QC_01,R002,E01,mechanical,42.4,night,11,Sunday
1292,2024-01-14T07:11:00,2024-01-14T07:12:00,BodyShop,BS_QC_01,R009,E01,mechanical,1.1,morning,3,Sunday
1293,2024-04-29T13:07:00,2024-04-29T13:52:39.501474,PaintShop,PS_Prep_01,R015,E02,electrical,45.7,morning,15,Monday
1294,2024-06-30T17:31:00,2024-06-30T17:37:41.767022,PaintShop,PS_QC_01,R004,E05,material_supply,6.7,afternoon,3,Sunday
1295,2024-02-07T03:22:00,2024-02-07T03:52:30.514146,BodyShop,BS_Weld_02,R028,E02,electrical,35.2,night,10,Wednesday
1296,2024-02-13T23:32:00,2024-02-14T00:57:18.475855,PaintShop,PS_Paint_01,R019,E06,other,93.8,night,31,Tuesday
1297,2024-01-02T16:49:00,2024-01-02T16:50:19.577082,FinalAssembly,FA_Station_01,R014,E05,material_supply,1.3,afternoon,4,Tuesday
